interval,hour,minute,second,acX,acY,acX,gyX,gyY,gyZ,denoisedAcX,denoisedAcY,denoisedAcZ
5,16,30,28,1896,-5696,10528,518,1285,4224,12,64,-92
5,16,30,29,1896,-5816,10496,516,1301,4224,12,-56,-124
5,16,30,29,1824,-5760,10752,512,1296,4224,-60,0,132
5,16,30,29,1896,-5728,10496,512,1297,4224,12,32,-124
5,16,30,29,1856,-5696,10752,518,1284,4224,-28,64,132
5,16,30,29,1856,-5816,10496,516,1281,4224,-28,-56,-124
5,16,30,29,1896,-5688,10752,518,1281,4224,12,72,132
5,16,30,29,1832,-5720,10528,514,1301,4224,-52,40,-92
5,16,30,29,1896,-5696,10528,516,1280,4224,12,64,-92
5,16,30,29,1864,-5816,10496,516,1281,4224,-20,-56,-124
5,16,30,29,1864,-5688,10528,518,1296,4224,-20,72,-92
5,16,30,29,1888,-5688,10528,518,1300,4224,4,72,-92
5,16,30,29,1888,-5792,10752,514,1300,4224,4,-32,132
5,16,30,29,1832,-5720,10752,514,1285,4224,-52,40,132
5,16,30,29,1832,-5696,10528,516,1296,4224,-52,64,-92
5,16,30,29,1992,-5752,10752,516,1281,4224,108,8,132
5,16,30,29,1800,-5696,10528,516,1281,4224,-84,64,-92
5,16,30,29,1952,-5760,10496,518,1280,4224,68,0,-124
5,16,30,29,1888,-5760,10752,512,1280,4224,4,0,132
5,16,30,29,1896,-5760,10784,514,1301,4224,12,0,164
5,16,30,29,1800,-5752,10496,512,1296,4224,-84,8,-124
5,16,30,29,1952,-5752,10752,512,1281,4224,68,8,132
5,16,30,29,1864,-5728,10784,514,1280,4224,-20,32,164
5,16,30,29,1928,-5792,10528,516,1300,4224,44,-32,-92
5,16,30,26,1864,-5696,10784,512,1296,4224,-20,64,164
5,16,30,26,1864,-5760,10500,518,1297,4224,-20,0,-120
5,16,30,26,1928,-5792,10532,514,1297,4224,44,-32,-88
5,16,30,26,1856,-5664,10784,518,1296,4224,-28,96,164
5,16,30,26,1920,-5856,10496,512,1300,4224,36,-96,-124
5,16,30,26,1864,-5792,10496,512,1300,4224,-20,-32,-124
5,16,30,26,1856,-5760,10756,516,1296,4224,-28,0,136
5,16,30,26,1928,-5688,10756,518,1300,4224,44,72,136
5,16,30,26,1864,-5752,10756,512,1300,4224,-20,8,136
5,16,30,26,1928,-5720,10756,518,1280,4224,44,40,136
5,16,30,26,1864,-5752,10752,514,1284,4224,-20,8,132
5,16,30,26,1888,-5816,10752,518,1281,4224,4,-56,132
5,16,30,26,1888,-5696,10500,512,1284,4224,4,64,-120
5,16,30,26,1832,-5824,10752,516,1285,4224,-52,-64,132
5,16,30,26,2024,-5752,10500,518,1280,4224,140,8,-120
5,16,30,26,1856,-5720,10788,516,1281,4224,-28,40,168
5,16,30,26,1832,-5752,10752,514,1300,4224,-52,8,132
5,16,30,26,1992,-5752,10784,516,1301,4224,108,8,164
5,16,30,26,1920,-5824,10500,512,1300,4224,36,-64,-120
5,16,30,26,1960,-5720,10496,518,1301,4224,76,40,-124
5,16,30,26,1896,-5720,10752,516,1281,4224,12,40,132
5,16,30,26,1888,-5728,10756,518,1300,4224,4,32,136
5,16,30,27,1864,-5752,10496,512,1301,4224,-20,8,-124
5,16,30,27,1888,-5784,10532,514,1297,4224,4,-24,-88
5,16,30,27,1928,-5824,10528,518,1301,4224,44,-64,-92
5,16,30,27,1920,-5784,10532,516,1280,4224,36,-24,-88
5,16,30,27,1888,-5816,10752,518,1284,4224,4,-56,132
5,16,30,27,1832,-5752,10496,512,1301,4224,-52,8,-124
5,16,30,27,1920,-5792,10528,512,1300,4224,36,-32,-92
5,16,30,27,1920,-5720,10788,518,1280,4224,36,40,168
5,16,30,27,1952,-5792,10500,512,1297,4224,68,-32,-120
5,16,30,27,1864,-5784,10528,514,1301,4224,-20,-24,-92
5,16,30,27,1856,-5720,10532,512,1280,4224,-28,40,-88
5,16,30,27,1832,-5752,10500,518,1301,4224,-52,8,-120
5,16,30,27,1832,-5720,10528,518,1296,4224,-52,40,-92
5,16,30,27,1896,-5696,10528,512,1285,4224,12,64,-92
5,16,30,27,1960,-5824,10752,516,1285,4224,76,-64,132
5,16,30,27,1864,-5792,10532,512,1281,4224,-20,-32,-88
5,16,30,27,1888,-5752,10756,518,1297,4224,4,8,136
5,16,30,27,1896,-5784,10532,514,1301,4224,12,-24,-88
5,16,30,27,1864,-5888,10752,516,1296,4224,-20,-128,132
5,16,30,27,1960,-5720,10496,512,1300,4224,76,40,-124
5,16,30,27,1984,-5784,10784,516,1285,4224,100,-24,164
5,16,30,27,1856,-5696,10528,516,1301,4224,-28,64,-92
5,16,30,28,1896,-5728,10784,518,1280,4224,12,32,164
5,16,30,28,1928,-5752,10528,516,1284,4224,44,8,-92
5,16,30,28,1984,-5656,10756,518,1296,4224,100,104,136
5,16,30,28,1888,-5720,10528,516,1281,4224,4,40,-92
5,16,30,28,1792,-5856,10528,512,1296,4224,-92,-96,-92
5,16,30,28,1896,-5760,10784,516,1300,4224,12,0,164
5,16,30,28,1928,-5784,10532,512,1300,4224,44,-24,-88
5,16,30,28,1960,-5824,10784,516,1280,4224,76,-64,164
5,16,30,28,1960,-5856,10532,514,1280,4224,76,-96,-88
5,16,30,28,1888,-5728,10496,512,1296,4224,4,32,-124
5,16,30,28,1728,-5792,10756,514,1301,4224,-156,-32,136
5,16,30,28,1832,-5720,10784,516,1284,4224,-52,40,164
5,16,30,28,1792,-5688,10528,514,1300,4224,-92,72,-92
5,16,30,28,1856,-5720,10528,518,1285,4224,-28,40,-92
5,16,30,28,1984,-5664,10532,512,1284,4224,100,96,-88
5,16,30,28,1888,-5664,10532,516,1284,4224,4,96,-88
5,16,30,28,1928,-5688,10532,518,1285,4224,44,72,-88
5,16,30,28,1952,-5784,10788,516,1285,4224,68,-24,168
5,16,30,28,1888,-5752,10756,518,1297,4224,4,8,136
5,16,30,28,1992,-5664,10532,516,1284,4224,108,96,-88
5,16,30,28,1736,-5752,10756,516,1301,4224,-148,8,136
5,16,30,28,1928,-5728,10496,518,1301,4224,44,32,-124
5,16,30,29,1832,-5752,10528,518,1285,4224,-52,8,-92
5,16,30,29,1832,-5816,10496,514,1285,4224,-52,-56,-124
5,16,30,29,1888,-5760,10752,516,1301,4224,4,0,132
5,16,30,29,1952,-5656,10532,512,1280,4224,68,104,-88
5,16,30,29,1824,-5792,10500,518,1285,4224,-60,-32,-120
5,16,30,29,1952,-5760,10532,514,1300,4224,68,0,-88
5,16,30,29,1856,-5720,10496,514,1280,4224,-28,40,-124
5,16,30,29,1864,-5856,10532,514,1300,4224,-20,-96,-88
5,16,30,29,1864,-5696,10528,514,1285,4224,-20,64,-92
5,16,30,29,1888,-5688,10788,518,1301,4224,4,72,168
5,16,30,29,1896,-5752,10496,512,1285,4224,12,8,-124
5,16,30,29,0,-5760,10532,518,1281,4224,-1884,0,-88
5,16,30,29,1888,-6144,10496,512,1285,4224,4,-384,-124
5,16,30,29,1920,-5856,10756,518,1297,4224,36,-96,136
5,16,30,29,1896,-5792,10532,514,1280,4224,12,-32,-88
5,16,30,29,2016,-5720,10752,518,1296,4224,132,40,132
5,16,30,29,1992,-5664,10500,514,1300,4224,108,96,-120
5,16,30,29,1952,-5752,10528,514,1284,4224,68,8,-92
5,16,30,29,1928,-5760,10784,516,1300,4224,44,0,164
5,16,30,29,1832,-5792,10528,516,1297,4224,-52,-32,-92
5,16,30,29,1856,-5792,10528,512,1297,4224,-28,-32,-92
5,16,30,29,1824,-5720,10752,516,1280,4224,-60,40,132
5,16,30,26,1920,-5784,10536,516,1297,4224,36,-24,-84
5,16,30,26,1888,-5792,10528,514,1285,4224,4,-32,-92
5,16,30,26,1928,-5784,10784,518,1280,4224,44,-24,164
5,16,30,26,1960,-6144,10504,514,1300,4224,76,-384,-116
5,16,30,26,1856,-5720,10496,518,1301,4224,-28,40,-124
5,16,30,26,2024,-5688,10504,512,1284,4224,140,72,-116
5,16,30,26,1832,-5784,10528,514,1301,4224,-52,-24,-92
5,16,30,26,1832,-5816,10528,516,1296,4224,-52,-56,-92
5,16,30,26,1888,-5784,10504,518,1296,4224,4,-24,-116
5,16,30,26,1960,-5784,10784,516,1280,4224,76,-24,164
5,16,30,26,1920,-5784,10752,516,1281,4224,36,-24,132
5,16,30,26,1928,-5816,10536,512,1285,4224,44,-56,-84
5,16,30,26,1928,-6104,10528,516,1285,4224,44,-344,-92
5,16,30,26,1832,-5760,10504,516,1300,4224,-52,0,-116
5,16,30,26,1952,-5816,10528,516,1301,4224,68,-56,-92
5,16,30,26,1960,-5720,10528,518,1297,4224,76,40,-92
5,16,30,26,1960,-5784,10496,516,1281,4224,76,-24,-124
5,16,30,26,1928,-5728,10784,516,1296,4224,44,32,164
5,16,30,26,1960,-5848,10760,518,1301,4224,76,-88,140
5,16,30,26,1896,-5824,10504,518,1297,4224,12,-64,-116
5,16,30,26,1792,-5752,10784,516,1300,4224,-92,8,164
5,16,30,26,1888,-5688,10528,512,1300,4224,4,72,-92
5,16,30,26,1920,-5752,10504,518,1280,4224,36,8,-116
5,16,30,27,1960,-5728,10784,514,1296,4224,76,32,164
5,16,30,27,1888,-5816,10784,516,1300,4224,4,-56,164
5,16,30,27,1952,-5816,10528,512,1300,4224,68,-56,-92
5,16,30,27,1856,-5696,10784,512,1300,4224,-28,64,164
5,16,30,27,1896,-5752,10792,512,1284,4224,12,8,172
5,16,30,27,1984,-5784,10528,512,1285,4224,100,-24,-92
5,16,30,27,1832,-5760,10496,516,1285,4224,-52,0,-124
5,16,30,27,1952,-5856,10760,514,1285,4224,68,-96,140
5,16,30,27,1792,-5728,10760,518,1301,4224,-92,32,140
5,16,30,27,1888,-6144,10536,512,1301,4224,4,-384,-84
5,16,30,27,1888,-5656,10504,512,1297,4224,4,104,-116
5,16,30,27,1984,-5784,10784,514,1301,4224,100,-24,164
5,16,30,27,1824,-5816,10752,514,1284,4224,-60,-56,132
5,16,30,27,1920,-5720,10504,512,1296,4224,36,40,-116
5,16,30,27,1992,-5816,10760,516,1284,4224,108,-56,140
5,16,30,27,1952,-5784,10760,518,1296,4224,68,-24,140
5,16,30,27,1832,-5792,10752,518,1296,4224,-52,-32,132
5,16,30,27,1856,-5760,10528,514,1280,4224,-28,0,-92
5,16,30,27,1952,-5696,10760,512,1301,4224,68,64,140
5,16,30,27,1896,-5824,10536,516,1285,4224,12,-64,-84
5,16,30,27,1984,-5784,10496,518,1284,4224,100,-24,-124
5,16,30,27,1920,-5656,10784,516,1284,4224,36,104,164
5,16,30,36,1896,-5752,10752,514,1301,4224,12,8,132
5,16,30,36,1792,-5816,10752,516,1296,4224,-92,-56,132
5,16,30,36,1960,-5728,10768,512,1301,4224,76,32,148
5,16,30,36,1800,-5792,10768,512,1284,4224,-84,-32,148
5,16,30,36,1824,-5656,10528,518,1301,4224,-60,104,-92
5,16,30,36,1960,-5720,10752,514,1296,4224,76,40,132
5,16,30,36,1864,-5856,10768,516,1300,4224,-20,-96,148
5,16,30,36,1768,-5752,10496,518,1297,4224,-116,8,-124
5,16,30,36,1952,-5728,10544,512,1300,4224,68,32,-76
5,16,30,36,1952,-5720,10512,518,1285,4224,68,40,-108
5,16,30,36,1928,-5720,10528,518,1285,4224,44,40,-92
5,16,30,36,1896,-5664,10528,518,1300,4224,12,96,-92
5,16,30,36,1984,-5816,10768,516,1285,4224,100,-56,148
5,16,30,36,1896,-5728,10528,518,1280,4224,12,32,-92
5,16,30,36,1832,-5784,10512,516,1300,4224,-52,-24,-108
5,16,30,36,1920,-5784,10528,518,1296,4224,36,-24,-92
5,16,30,36,1832,-5792,10528,514,1285,4224,-52,-32,-92
5,16,30,36,1928,-5824,10512,512,1300,4224,44,-64,-108
5,16,30,36,1896,-5728,10512,512,1280,4224,12,32,-108
5,16,30,36,1896,-5752,10544,518,1297,4224,12,8,-76
5,16,30,36,1888,-5760,10528,512,1280,4224,4,0,-92
5,16,30,36,1856,-5664,10512,518,1296,4224,-28,96,-108
5,16,30,37,1864,-5720,10496,518,1296,4224,-20,40,-124
5,16,30,37,1952,-5792,10752,516,1301,4224,68,-32,132
5,16,30,37,1888,-5784,10512,518,1300,4224,4,-24,-108
5,16,30,37,1896,-5824,10752,514,1296,4224,12,-64,132
5,16,30,37,1832,-5792,10544,518,1301,4224,-52,-32,-76
5,16,30,37,1824,-5696,10752,514,1300,4224,-60,64,132
5,16,30,37,1952,-5784,10496,518,1285,4224,68,-24,-124
5,16,30,37,1928,-5720,10752,514,1301,4224,44,40,132
5,16,30,37,1920,-5752,10512,518,1300,4224,36,8,-108
5,16,30,37,1920,-5760,10784,516,1300,4224,36,0,164
5,16,30,37,1832,-5752,10752,514,1285,4224,-52,8,132
5,16,30,37,1864,-5784,10544,512,1284,4224,-20,-24,-76
5,16,30,37,1856,-5792,10800,514,1281,4224,-28,-32,180
5,16,30,37,1864,-5728,10544,516,1280,4224,-20,32,-76
5,16,30,37,1832,-5696,10752,518,1281,4224,-52,64,132
5,16,30,37,1920,-5760,10512,518,1296,4224,36,0,-108
5,16,30,37,1920,-5752,10512,512,1297,4224,36,8,-108
5,16,30,37,1928,-5696,10528,516,1280,4224,44,64,-92
5,16,30,37,1864,-5848,10768,514,1301,4224,-20,-88,148
5,16,30,37,1920,-5784,10528,512,1297,4224,36,-24,-92
5,16,30,37,1856,-5824,10544,512,1280,4224,-28,-64,-76
5,16,30,37,1952,-5688,10496,512,1297,4224,68,72,-124
5,16,30,37,1896,-5688,10496,512,1284,4224,12,72,-124
5,16,30,38,1832,-5752,10512,518,1284,4224,-52,8,-108
5,16,30,38,1888,-5760,10768,516,1297,4224,4,0,148
5,16,30,38,1920,-5816,10512,512,1297,4224,36,-56,-108
5,16,30,38,1832,-5784,10544,514,1300,4224,-52,-24,-76
5,16,30,38,1960,-5792,10800,514,1297,4224,76,-32,180
5,16,30,38,1928,-5792,10752,518,1284,4224,44,-32,132
5,16,30,38,1952,-5784,10752,514,1281,4224,68,-24,132
5,16,30,38,1832,-5816,10512,514,1301,4224,-52,-56,-108
5,16,30,38,1888,-5824,10752,514,1296,4224,4,-64,132
5,16,30,38,1864,-5856,10752,518,1284,4224,-20,-96,132
5,16,30,38,1824,-5728,10768,514,1301,4224,-60,32,148
5,16,30,38,1888,-5728,10800,512,1297,4224,4,32,180
5,16,30,38,1856,-5792,10544,518,1301,4224,-28,-32,-76
5,16,30,38,1768,-5664,10784,514,1281,4224,-116,96,164
5,16,30,38,1888,-5688,10544,518,1296,4224,4,72,-76
5,16,30,38,1856,-5848,10784,514,1296,4224,-28,-88,164
5,16,30,38,1992,-5856,10784,514,1281,4224,108,-96,164
5,16,30,38,1960,-5656,10800,518,1301,4224,76,104,180
5,16,30,38,1824,-5816,10528,514,1301,4224,-60,-56,-92
5,16,30,38,1896,-5792,10752,516,1281,4224,12,-32,132
5,16,30,38,1832,-5792,10784,518,1281,4224,-52,-32,164
5,16,30,38,1960,-5728,10768,512,1296,4224,76,32,148
5,16,30,39,1832,-5760,10528,518,1280,4224,-52,0,-92
5,16,30,39,1952,-5824,10528,512,1301,4224,68,-64,-92
5,16,30,39,1832,-5760,10512,516,1301,4224,-52,0,-108
5,16,30,39,1920,-5784,10512,514,1296,4224,36,-24,-108
5,16,30,39,1800,-5752,10768,514,1297,4224,-84,8,148
5,16,30,39,1864,-5720,10784,518,1296,4224,-20,40,164
5,16,30,39,1864,-5792,10768,514,1280,4224,-20,-32,148
5,16,30,39,1864,-5728,10800,518,1284,4224,-20,32,180
5,16,30,39,1832,-5728,10496,518,1281,4224,-52,32,-124
5,16,30,39,1856,-5728,10544,516,1281,4224,-28,32,-76
5,16,30,39,1896,-5696,10784,518,1280,4224,12,64,164
5,16,30,39,1864,-5760,10784,514,1297,4224,-20,0,164
5,16,30,39,1920,-5688,10496,516,1300,4224,36,72,-124
5,16,30,39,1800,-5760,10768,514,1296,4224,-84,0,148
5,16,30,39,1920,-6104,10784,518,1281,4224,36,-344,164
5,16,30,39,1984,-5696,10512,516,1281,4224,100,64,-108
5,16,30,39,1888,-5688,10752,514,1284,4224,4,72,132
5,16,30,39,1832,-5848,10784,514,1297,4224,-52,-88,164
5,16,30,39,1800,-5720,10768,518,1301,4224,-84,40,148
5,16,30,39,1920,-5696,10784,514,1285,4224,36,64,164
5,16,30,39,1952,-5784,10784,516,1281,4224,68,-24,164
5,16,30,39,1768,-5752,10768,516,1300,4224,-116,8,148
5,16,30,36,1864,-5656,10768,514,1300,4224,-20,104,148
5,16,30,36,1960,-5784,10768,518,1296,4224,76,-24,148
5,16,30,36,1832,-5728,10544,516,1284,4224,-52,32,-76
5,16,30,36,1856,-5784,10752,516,1281,4224,-28,-24,132
5,16,30,36,1928,-5816,10528,512,1284,4224,44,-56,-92
5,16,30,36,1896,-5792,10772,518,1296,4224,12,-32,152
5,16,30,36,1896,-5728,10772,518,1296,4224,12,32,152
5,16,30,36,1864,-5824,10772,516,1281,4224,-20,-64,152
5,16,30,36,1800,-5696,10804,512,1296,4224,-84,64,184
5,16,30,36,1896,-5752,10784,514,1296,4224,12,8,164
5,16,30,36,1864,-5856,10496,518,1281,4224,-20,-96,-124
5,16,30,36,1856,-5824,10544,512,1297,4224,-28,-64,-76
5,16,30,36,1888,-5664,10532,516,1296,4224,4,96,-88
5,16,30,36,1832,-5824,10516,518,1297,4224,-52,-64,-104
5,16,30,36,1984,-5752,10772,518,1296,4224,100,8,152
5,16,30,36,1952,-5784,10772,512,1285,4224,68,-24,152
5,16,30,36,1984,-5696,10756,512,1296,4224,100,64,136
5,16,30,36,1984,-5656,10276,514,1300,4224,100,104,-344
5,16,30,36,1920,-5688,10532,512,1297,4224,36,72,-88
5,16,30,36,1888,-5696,10800,512,1297,4224,4,64,180
5,16,30,36,1864,-5752,10784,512,1301,4224,-20,8,164
5,16,30,36,1736,-5696,10544,518,1281,4224,-148,64,-76
5,16,30,37,1864,-5728,10768,516,1296,4224,-20,32,148
5,16,30,37,1792,-5720,10772,518,1285,4224,-92,40,152
5,16,30,37,1856,-5760,10516,516,1300,4224,-28,0,-104
5,16,30,37,1928,-5760,10548,514,1301,4224,44,0,-72
5,16,30,37,1856,-5792,10532,512,1296,4224,-28,-32,-88
5,16,30,37,1824,-5656,10752,512,1301,4224,-60,104,132
5,16,30,37,1824,-5656,10784,518,1280,4224,-60,104,164
5,16,30,37,1824,-5760,10788,518,1300,4224,-60,0,168
5,16,30,37,1928,-5760,10548,518,1301,4224,44,0,-72
5,16,30,37,1896,-5792,10788,514,1297,4224,12,-32,168
5,16,30,37,1952,-5696,10756,514,1300,4224,68,64,136
5,16,30,37,1888,-5720,10772,516,1301,4224,4,40,152
5,16,30,37,1856,-5728,10772,516,1297,4224,-28,32,152
5,16,30,37,1896,-5760,10772,512,1280,4224,12,0,152
5,16,30,37,1864,-5696,10532,518,1301,4224,-20,64,-88
5,16,30,37,1824,-5760,10788,512,1297,4224,-60,0,168
5,16,30,37,1888,-5792,10756,514,1297,4224,4,-32,136
5,16,30,37,1920,-5728,10496,514,1300,4224,36,32,-124
5,16,30,37,2016,-5784,10804,512,1284,4224,132,-24,184
5,16,30,37,1960,-5752,10772,512,1281,4224,76,8,152
5,16,30,37,1832,-5816,10768,512,1281,4224,-52,-56,148
5,16,30,37,1960,-5760,10528,512,1285,4224,76,0,-92
5,16,30,37,1792,-5784,10548,516,1285,4224,-92,-24,-72
5,16,30,38,1928,-5792,10532,518,1296,4224,44,-32,-88
5,16,30,38,1952,-5784,11012,514,1281,4224,68,-24,392
5,16,30,38,1952,-5720,10784,516,1285,4224,68,40,164
5,16,30,38,1864,-5824,10756,512,1301,4224,-20,-64,136
5,16,30,38,1896,-5760,10544,516,1300,0,12,0,-76
5,16,30,38,1832,-5784,10788,512,1297,4224,-52,-24,168
5,16,30,38,1928,-5664,10788,514,1296,4224,44,96,168
5,16,30,38,1864,-6144,10756,514,1284,4224,-20,-384,136
5,16,30,38,1832,-5664,10516,516,1301,4224,-52,96,-104
